feedback_id,user_id,date,user_type,scene,feature,feedback,issue_category,rating,session_duration,retention,is_new_user
F200052,U100082,2026-09-02,竞技玩家,日常闲聊,情绪陪伴,人格切换很好玩，换一个像换了个搭子,功能缺失,5,254,0,0
F200572,U100586,2026-09-02,休闲玩家,开黑组队,情绪陪伴,回复不长不短，正好是打游戏间隙能看完的量,回复长度,4,722,0,0
F200062,U100443,2026-09-02,竞技玩家,卡关,对局复盘,看不懂四个人格的区别，随便选了一个,交互体验,2,520,0,0
F200327,U100551,2026-09-02,新手玩家,连败,对局复盘,有时候能接住我的情绪，有时候又变成讲道理,回复质量,3,520,0,1
F200445,U100872,2026-09-02,竞技玩家,开黑组队,上下文记忆,希望能直接导入战绩截图，现在只能手动打字,功能缺失,2,773,0,0
F200147,U100784,2026-09-02,休闲玩家,开黑组队,攻略问答,如果有语音陪伴就更好了,功能缺失,3,316,0,0
F200465,U100809,2026-09-02,竞技玩家,连败,上下文记忆,第一次打开就有示例，不用想说什么,交互体验,5,806,0,0
F200453,U100832,2026-09-02,竞技玩家,攻略查询,情绪陪伴,页面挺清爽，选完人格直接开聊,交互体验,5,355,0,1
F200388,U100324,2026-09-02,休闲玩家,上分冲分,情绪陪伴,回复挺快，局间那点时间也够用,响应速度,5,447,0,0
F200087,U100369,2026-09-02,竞技玩家,连败,攻略问答,上下文记得住，不用每次都从头说,功能缺失,5,826,1,0
F200527,U100411,2026-09-02,竞技玩家,攻略查询,情绪陪伴,第一次打开就有示例，不用想说什么,交互体验,5,188,1,0
F200081,U100561,2026-09-02,回归玩家,卡关,攻略问答,只回了两三句，很贴心,回复长度,4,407,0,0
F200209,U100788,2026-09-02,回归玩家,日常闲聊,情绪陪伴,人格切换很好玩，换一个像换了个搭子,功能缺失,5,860,0,0
F200172,U100281,2026-09-02,回归玩家,日常闲聊,攻略问答,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,524,1,0
F200078,U100391,2026-09-02,竞技玩家,日常闲聊,攻略问答,人格切换很好玩，换一个像换了个搭子,功能缺失,5,783,1,0
F200182,U100159,2026-09-02,竞技玩家,日常闲聊,情绪陪伴,它记得我上一把玩的是什么，接得上话,回复质量,5,413,1,0
F200102,U100454,2026-09-02,休闲玩家,卡关,情绪陪伴,复盘讲得挺具体，知道下一把该改什么了,回复质量,4,447,1,0
F200152,U100696,2026-09-02,新手玩家,日常闲聊,攻略问答,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,5,547,0,0
F200493,U100620,2026-09-02,新手玩家,连败,上下文记忆,人格切换很好玩，换一个像换了个搭子,功能缺失,4,387,0,1
F200505,U100082,2026-09-02,竞技玩家,日常闲聊,情绪陪伴,用了两周没掉过线，聊天记录都在,稳定性,4,696,0,0
F200190,U100293,2026-09-02,回归玩家,开黑组队,情绪陪伴,人格切换很好玩，换一个像换了个搭子,功能缺失,5,459,0,0
F200570,U100017,2026-09-03,竞技玩家,连败,情绪陪伴,上下文记得住，不用每次都从头说,功能缺失,4,593,0,0
F200251,U100632,2026-09-03,回归玩家,卡关,攻略问答,页面挺清爽，选完人格直接开聊,交互体验,5,649,1,1
F200026,U100590,2026-09-03,竞技玩家,上分冲分,对局复盘,人格切换很好玩，换一个像换了个搭子,功能缺失,5,249,0,0
F200605,U100640,2026-09-03,竞技玩家,攻略查询,情绪陪伴,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,115,0,0
F200130,U100440,2026-09-03,休闲玩家,攻略查询,人格切换,页面挺清爽，选完人格直接开聊,交互体验,4,280,0,1
F200111,U100303,2026-09-03,新手玩家,攻略查询,攻略问答,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,4,100,0,0
F200472,U100728,2026-09-03,休闲玩家,日常闲聊,情绪陪伴,有时候能接住我的情绪，有时候又变成讲道理,回复质量,3,793,0,1
F200241,U100151,2026-09-03,竞技玩家,连败,攻略问答,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,333,0,0
F200390,U100341,2026-09-03,休闲玩家,上分冲分,上下文记忆,用了两周没掉过线，聊天记录都在,稳定性,5,424,0,0
F200480,U100452,2026-09-03,休闲玩家,上分冲分,对局复盘,人格切换很好玩，换一个像换了个搭子,功能缺失,4,173,0,0
F200306,U100330,2026-09-03,竞技玩家,上分冲分,对局复盘,不知道在哪儿切换游戏，找了很久,交互体验,2,476,0,1
F200035,U100009,2026-09-03,竞技玩家,日常闲聊,攻略问答,页面挺清爽，选完人格直接开聊,交互体验,5,886,0,0
F200217,U100711,2026-09-03,休闲玩家,连败,攻略问答,速度可以，不打断我和朋友语音,响应速度,5,701,0,0
F200233,U100071,2026-09-03,回归玩家,卡关,人格切换,速度可以，不打断我和朋友语音,响应速度,5,193,1,0
F200011,U100296,2026-09-03,竞技玩家,连败,对局复盘,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,859,0,1
F200353,U100605,2026-09-03,新手玩家,开黑组队,上下文记忆,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,457,1,0
F200204,U100890,2026-09-03,休闲玩家,连败,攻略问答,生成到一半停住了，还要重新问一次,响应速度,2,706,1,1
F200296,U100402,2026-09-03,休闲玩家,上分冲分,攻略问答,第一次打开就有示例，不用想说什么,交互体验,5,337,0,0
F200429,U100275,2026-09-03,休闲玩家,日常闲聊,上下文记忆,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,820,0,0
F200294,U100189,2026-09-03,回归玩家,连败,对局复盘,希望能直接导入战绩截图，现在只能手动打字,功能缺失,2,891,0,0
F200219,U100899,2026-09-03,竞技玩家,上分冲分,上下文记忆,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,4,416,0,1
F200261,U100261,2026-09-04,休闲玩家,上分冲分,人格切换,用了两周没掉过线，聊天记录都在,稳定性,5,166,0,1
F200017,U100509,2026-09-04,竞技玩家,上分冲分,上下文记忆,人格切换很好玩，换一个像换了个搭子,功能缺失,5,132,0,0
F200263,U100274,2026-09-04,竞技玩家,连败,人格切换,希望能直接导入战绩截图，现在只能手动打字,功能缺失,2,818,0,0
F200283,U100219,2026-09-04,竞技玩家,开黑组队,人格切换,回复挺快，局间那点时间也够用,响应速度,4,900,0,0
F200430,U100171,2026-09-04,新手玩家,卡关,人格切换,偶尔会报错，需要重新开一个对话,稳定性,2,704,0,0
F200031,U100341,2026-09-04,休闲玩家,上分冲分,攻略问答,希望能一键组队，现在只能自己找人,功能缺失,2,292,1,0
F200473,U100518,2026-09-04,竞技玩家,卡关,情绪陪伴,手机上排版可以再宽松一点,交互体验,3,329,0,0
F200373,U100566,2026-09-04,竞技玩家,连败,情绪陪伴,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,281,1,0
F200564,U100408,2026-09-04,休闲玩家,连败,对局复盘,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,412,1,0
F200206,U100698,2026-09-04,竞技玩家,卡关,上下文记忆,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,381,0,0
F200351,U100829,2026-09-04,休闲玩家,卡关,情绪陪伴,速度可以，不打断我和朋友语音,响应速度,5,475,1,0
F200517,U100806,2026-09-04,竞技玩家,连败,攻略问答,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,611,0,0
F200489,U100231,2026-09-04,回归玩家,卡关,情绪陪伴,它记得我上一把玩的是什么，接得上话,回复质量,5,344,0,0
F200239,U100086,2026-09-04,新手玩家,攻略查询,对局复盘,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,196,0,0
F200240,U100598,2026-09-04,回归玩家,上分冲分,人格切换,用了两周没掉过线，聊天记录都在,稳定性,5,189,1,1
F200095,U100382,2026-09-04,新手玩家,日常闲聊,攻略问答,第一次打开就有示例，不用想说什么,交互体验,4,473,0,1
F200561,U100837,2026-09-04,休闲玩家,上分冲分,对局复盘,它记得我上一把玩的是什么，接得上话,回复质量,4,363,0,0
F200106,U100204,2026-09-04,休闲玩家,连败,情绪陪伴,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,841,0,0
F200107,U100497,2026-09-04,回归玩家,连败,对局复盘,页面挺清爽，选完人格直接开聊,交互体验,4,391,0,0
F200045,U100274,2026-09-04,竞技玩家,卡关,对局复盘,上下文记得住，不用每次都从头说,功能缺失,5,249,0,0
F200539,U100159,2026-09-04,竞技玩家,日常闲聊,情绪陪伴,人格切换很好玩，换一个像换了个搭子,功能缺失,5,576,0,0
F200109,U100027,2026-09-04,回归玩家,上分冲分,人格切换,用了两周没掉过线，聊天记录都在,稳定性,5,461,0,0
F200110,U100384,2026-09-04,回归玩家,日常闲聊,攻略问答,复盘讲得挺具体，知道下一把该改什么了,回复质量,4,695,0,0
F200068,U100233,2026-09-04,回归玩家,上分冲分,上下文记忆,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,5,441,1,0
F200522,U100088,2026-09-05,休闲玩家,上分冲分,情绪陪伴,看不懂四个人格的区别，随便选了一个,交互体验,2,354,0,0
F200371,U100836,2026-09-05,休闲玩家,上分冲分,对局复盘,聊到一半断了，之前的上下文也没了,稳定性,2,177,0,0
F200530,U100114,2026-09-05,休闲玩家,卡关,情绪陪伴,上下文记得住，不用每次都从头说,功能缺失,5,716,0,0
F200415,U100802,2026-09-05,新手玩家,上分冲分,情绪陪伴,上下文记得住，不用每次都从头说,功能缺失,5,191,0,0
F200618,U100617,2026-09-05,新手玩家,日常闲聊,攻略问答,人格切换很好玩，换一个像换了个搭子,功能缺失,5,409,0,0
F200604,U100796,2026-09-05,休闲玩家,卡关,攻略问答,希望能一键组队，现在只能自己找人,功能缺失,1,319,0,0
F200503,U100711,2026-09-05,休闲玩家,连败,对局复盘,上下文记得住，不用每次都从头说,功能缺失,5,562,0,0
F200477,U100042,2026-09-05,新手玩家,卡关,攻略问答,人格切换很好玩，换一个像换了个搭子,功能缺失,5,689,0,0
F200372,U100313,2026-09-05,新手玩家,连败,对局复盘,希望能直接导入战绩截图，现在只能手动打字,功能缺失,2,706,1,0
F200304,U100808,2026-09-05,休闲玩家,日常闲聊,情绪陪伴,回复挺快，局间那点时间也够用,响应速度,5,706,0,0
F200366,U100288,2026-09-05,回归玩家,上分冲分,对局复盘,上下文记得住，不用每次都从头说,功能缺失,5,443,1,0
F200319,U100525,2026-09-05,休闲玩家,开黑组队,对局复盘,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,1004,1,0
F200122,U100040,2026-09-05,休闲玩家,开黑组队,人格切换,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,798,0,1
F200071,U100841,2026-09-05,休闲玩家,日常闲聊,攻略问答,页面挺清爽，选完人格直接开聊,交互体验,4,200,0,0
F200115,U100487,2026-09-05,竞技玩家,攻略查询,对局复盘,第一次打开就有示例，不用想说什么,交互体验,5,124,1,0
F200260,U100767,2026-09-05,回归玩家,日常闲聊,情绪陪伴,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,4,831,0,0
F200221,U100153,2026-09-05,回归玩家,连败,上下文记忆,希望能一键组队，现在只能自己找人,功能缺失,2,892,1,0
F200090,U100697,2026-09-05,新手玩家,上分冲分,上下文记忆,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,267,1,0
F200104,U100550,2026-09-05,新手玩家,连败,情绪陪伴,用了两周没掉过线，聊天记录都在,稳定性,5,373,0,0
F200063,U100441,2026-09-05,休闲玩家,卡关,情绪陪伴,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,502,1,0
F200232,U100266,2026-09-05,新手玩家,卡关,情绪陪伴,不知道在哪儿切换游戏，找了很久,交互体验,2,528,0,1
F200128,U100461,2026-09-05,竞技玩家,连败,人格切换,人格切换很好玩，换一个像换了个搭子,功能缺失,4,433,0,0
F200160,U100666,2026-09-06,竞技玩家,攻略查询,对局复盘,页面挺清爽，选完人格直接开聊,交互体验,5,122,1,0
F200323,U100481,2026-09-06,回归玩家,卡关,情绪陪伴,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,311,1,0
F200469,U100012,2026-09-06,竞技玩家,连败,上下文记忆,人格切换很好玩，换一个像换了个搭子,功能缺失,5,474,1,0
F200131,U100834,2026-09-06,休闲玩家,开黑组队,人格切换,上下文记得住，不用每次都从头说,功能缺失,5,1037,0,0
F200124,U100228,2026-09-06,新手玩家,攻略查询,情绪陪伴,用了两周没掉过线，聊天记录都在,稳定性,4,240,0,0
F200416,U100062,2026-09-06,竞技玩家,日常闲聊,对局复盘,人格切换很好玩，换一个像换了个搭子,功能缺失,5,609,1,0
F200237,U100014,2026-09-06,休闲玩家,攻略查询,人格切换,内容不错，但要我先解释半天背景,回复质量,3,357,1,0
F200006,U100873,2026-09-06,新手玩家,连败,人格切换,希望能直接导入战绩截图，现在只能手动打字,功能缺失,2,692,0,0
F200409,U100520,2026-09-06,竞技玩家,卡关,情绪陪伴,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,534,0,0
F200014,U100836,2026-09-06,休闲玩家,连败,人格切换,回复有点慢，等它加载完我下一把都开了,响应速度,1,598,0,0
F200496,U100804,2026-09-06,新手玩家,开黑组队,情绪陪伴,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,624,1,0
F200215,U100142,2026-09-06,竞技玩家,连败,对局复盘,复盘讲得挺具体，知道下一把该改什么了,回复质量,4,318,1,0
F200022,U100727,2026-09-06,回归玩家,上分冲分,上下文记忆,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,4,236,0,0
F200590,U100567,2026-09-06,竞技玩家,上分冲分,情绪陪伴,上下文记得住，不用每次都从头说,功能缺失,4,143,1,0
F200341,U100889,2026-09-06,休闲玩家,上分冲分,上下文记忆,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,5,392,0,1
F200318,U100289,2026-09-06,新手玩家,上分冲分,对局复盘,它记得我上一把玩的是什么，接得上话,回复质量,5,391,1,0
F200339,U100844,2026-09-06,休闲玩家,连败,情绪陪伴,回复有点慢，等它加载完我下一把都开了,响应速度,2,537,0,0
F200556,U100362,2026-09-06,新手玩家,开黑组队,对局复盘,第一次打开就有示例，不用想说什么,交互体验,4,1155,0,0
F200631,U100016,2026-09-06,竞技玩家,攻略查询,对局复盘,第一次打开就有示例，不用想说什么,交互体验,5,222,0,0
F200001,U100104,2026-09-06,竞技玩家,攻略查询,情绪陪伴,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,294,0,0
F200089,U100205,2026-09-06,休闲玩家,连败,上下文记忆,人格切换很好玩，换一个像换了个搭子,功能缺失,5,748,1,0
F200042,U100601,2026-09-07,休闲玩家,攻略查询,情绪陪伴,人格切换很好玩，换一个像换了个搭子,功能缺失,4,152,0,0
F200046,U100356,2026-09-07,回归玩家,卡关,对局复盘,同一个问题问两次，说话方式差别很大,回复质量,2,364,0,0
F200585,U100790,2026-09-07,休闲玩家,卡关,情绪陪伴,它记得我上一把玩的是什么，接得上话,回复质量,5,400,1,1
F200143,U100593,2026-09-07,回归玩家,上分冲分,情绪陪伴,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,5,327,0,0
F200363,U100482,2026-09-07,回归玩家,上分冲分,情绪陪伴,第一次打开就有示例，不用想说什么,交互体验,5,169,1,0
F200569,U100690,2026-09-07,新手玩家,上分冲分,人格切换,第一次使用不知道该输入什么，愣了半天,交互体验,2,261,0,0
F200538,U100889,2026-09-07,休闲玩家,日常闲聊,上下文记忆,第一次打开就有示例，不用想说什么,交互体验,5,374,1,1
F200018,U100249,2026-09-07,竞技玩家,卡关,对局复盘,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,553,0,0
F200315,U100423,2026-09-07,竞技玩家,日常闲聊,对局复盘,不知道在哪儿切换游戏，找了很久,交互体验,2,444,1,0
F200626,U100669,2026-09-07,竞技玩家,上分冲分,情绪陪伴,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,281,1,0
F200020,U100286,2026-09-07,休闲玩家,开黑组队,对局复盘,页面挺清爽，选完人格直接开聊,交互体验,5,1195,1,1
F200032,U100265,2026-09-07,回归玩家,开黑组队,攻略问答,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,1184,0,0
F200056,U100648,2026-09-07,新手玩家,连败,情绪陪伴,回复挺快，局间那点时间也够用,响应速度,5,362,0,0
F200135,U100273,2026-09-07,回归玩家,连败,上下文记忆,人格挺多的，要试几次才知道哪个适合自己,交互体验,3,473,0,0
F200057,U100854,2026-09-07,竞技玩家,卡关,攻略问答,同一个问题问两次，说话方式差别很大,回复质量,2,319,0,0
F200039,U100212,2026-09-07,新手玩家,连败,情绪陪伴,它记得我上一把玩的是什么，接得上话,回复质量,5,449,1,0
F200638,U100201,2026-09-07,回归玩家,连败,情绪陪伴,上下文记得住，不用每次都从头说,功能缺失,4,796,1,0
F200231,U100382,2026-09-08,新手玩家,日常闲聊,对局复盘,第一次打开就有示例，不用想说什么,交互体验,5,419,0,1
F200043,U100363,2026-09-08,新手玩家,开黑组队,情绪陪伴,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,5,541,0,1
F200291,U100264,2026-09-08,新手玩家,上分冲分,上下文记忆,回复不长不短，正好是打游戏间隙能看完的量,回复长度,4,426,0,0
F200040,U100033,2026-09-08,新手玩家,日常闲聊,上下文记忆,页面挺清爽，选完人格直接开聊,交互体验,5,325,0,1
F200218,U100456,2026-09-08,休闲玩家,攻略查询,情绪陪伴,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,337,1,0
F200378,U100595,2026-09-08,新手玩家,上分冲分,攻略问答,如果有语音陪伴就更好了,功能缺失,3,382,0,0
F200634,U100475,2026-09-08,新手玩家,开黑组队,情绪陪伴,回复挺快，局间那点时间也够用,响应速度,5,400,1,0
F200458,U100867,2026-09-08,竞技玩家,开黑组队,攻略问答,页面挺清爽，选完人格直接开聊,交互体验,5,1143,1,0
F200189,U100025,2026-09-08,竞技玩家,连败,对局复盘,速度可以，不打断我和朋友语音,响应速度,5,426,1,0
F200370,U100800,2026-09-08,竞技玩家,攻略查询,对局复盘,它记得我上一把玩的是什么，接得上话,回复质量,5,260,0,1
F200205,U100746,2026-09-08,竞技玩家,卡关,攻略问答,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,5,322,0,1
F200145,U100731,2026-09-08,新手玩家,攻略查询,情绪陪伴,不知道在哪儿切换游戏，找了很久,交互体验,1,343,1,0
F200188,U100472,2026-09-08,竞技玩家,开黑组队,人格切换,回复挺快，局间那点时间也够用,响应速度,4,588,1,0
F200272,U100859,2026-09-08,休闲玩家,连败,人格切换,用了两周没掉过线，聊天记录都在,稳定性,4,631,0,0
F200348,U100489,2026-09-08,竞技玩家,卡关,情绪陪伴,我都说了烦死了，它还在教我调整心态,回复质量,2,575,1,0
F200329,U100230,2026-09-08,休闲玩家,开黑组队,对局复盘,用了两周没掉过线，聊天记录都在,稳定性,5,788,0,0
F200077,U100831,2026-09-08,休闲玩家,连败,情绪陪伴,用了两周没掉过线，聊天记录都在,稳定性,5,633,1,1
F200082,U100705,2026-09-08,竞技玩家,日常闲聊,对局复盘,第一次打开就有示例，不用想说什么,交互体验,5,524,1,0
F200440,U100179,2026-09-08,回归玩家,连败,对局复盘,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,368,1,0
F200443,U100719,2026-09-08,竞技玩家,上分冲分,情绪陪伴,同一个问题问两次，说话方式差别很大,回复质量,2,354,0,0
F200420,U100729,2026-09-08,休闲玩家,上分冲分,情绪陪伴,每次都一大段，重点还得我自己找,回复长度,2,164,0,0
F200573,U100519,2026-09-08,竞技玩家,攻略查询,攻略问答,用了两周没掉过线，聊天记录都在,稳定性,4,151,0,0
F200374,U100148,2026-09-09,回归玩家,连败,人格切换,复盘讲得挺具体，知道下一把该改什么了,回复质量,4,850,1,0
F200622,U100672,2026-09-09,休闲玩家,卡关,情绪陪伴,页面挺清爽，选完人格直接开聊,交互体验,5,534,1,0
F200376,U100628,2026-09-09,休闲玩家,开黑组队,对局复盘,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,1186,0,0
F200506,U100238,2026-09-09,休闲玩家,连败,攻略问答,它记得我上一把玩的是什么，接得上话,回复质量,5,256,1,0
F200193,U100293,2026-09-09,回归玩家,开黑组队,攻略问答,回复挺快，局间那点时间也够用,响应速度,5,1010,0,0
F200126,U100872,2026-09-09,竞技玩家,卡关,攻略问答,回复太长了，打游戏的时候根本看不完,回复长度,2,521,0,0
F200330,U100009,2026-09-09,竞技玩家,连败,对局复盘,希望能直接导入战绩截图，现在只能手动打字,功能缺失,1,320,0,0
F200030,U100088,2026-09-09,休闲玩家,上分冲分,对局复盘,一句吐槽回得很快，长一点的复盘就要等,响应速度,3,426,1,0
F200481,U100277,2026-09-09,竞技玩家,卡关,对局复盘,上下文记得住，不用每次都从头说,功能缺失,5,700,0,0
F200268,U100056,2026-09-09,休闲玩家,攻略查询,对局复盘,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,113,0,0
F200269,U100195,2026-09-09,回归玩家,攻略查询,情绪陪伴,速度可以，不打断我和朋友语音,响应速度,5,315,1,0
F200178,U100737,2026-09-09,休闲玩家,日常闲聊,情绪陪伴,只回了两三句，很贴心,回复长度,4,464,0,0
F200167,U100686,2026-09-09,竞技玩家,上分冲分,攻略问答,不支持多设备同步，手机上聊的电脑上看不到,功能缺失,2,140,1,0
F200301,U100341,2026-09-09,休闲玩家,攻略查询,对局复盘,用了两周没掉过线，聊天记录都在,稳定性,5,349,1,0
F200302,U100252,2026-09-09,新手玩家,上分冲分,情绪陪伴,用了两周没掉过线，聊天记录都在,稳定性,5,418,0,0
F200279,U100023,2026-09-09,回归玩家,卡关,对局复盘,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,5,322,1,0
F200355,U100441,2026-09-09,休闲玩家,日常闲聊,对局复盘,它记得我上一把玩的是什么，接得上话,回复质量,4,301,1,0
F200500,U100744,2026-09-09,竞技玩家,开黑组队,情绪陪伴,说了一堆正确的废话，没有一句是我当时想听的,回复质量,2,785,0,0
F200357,U100477,2026-09-09,回归玩家,上分冲分,情绪陪伴,速度可以，不打断我和朋友语音,响应速度,5,426,0,0
F200007,U100527,2026-09-09,竞技玩家,连败,攻略问答,高峰期等了一分多钟才出回复,响应速度,1,738,0,0
F200278,U100821,2026-09-09,新手玩家,日常闲聊,对局复盘,用了两周没掉过线，聊天记录都在,稳定性,5,695,1,0
F200337,U100322,2026-09-09,竞技玩家,日常闲聊,人格切换,希望能直接导入战绩截图，现在只能手动打字,功能缺失,2,255,0,0
F200403,U100431,2026-09-09,竞技玩家,卡关,攻略问答,一句吐槽回得很快，长一点的复盘就要等,响应速度,3,299,0,0
F200129,U100842,2026-09-09,竞技玩家,卡关,对局复盘,同一个问题问两次，说话方式差别很大,回复质量,2,209,0,0
F200274,U100715,2026-09-09,竞技玩家,上分冲分,对局复盘,用了两周没掉过线，聊天记录都在,稳定性,5,373,0,0
F200497,U100284,2026-09-09,休闲玩家,连败,情绪陪伴,速度可以，不打断我和朋友语音,响应速度,4,346,1,0
F200175,U100217,2026-09-10,休闲玩家,日常闲聊,情绪陪伴,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,445,1,0
F200524,U100644,2026-09-10,休闲玩家,开黑组队,情绪陪伴,人格切换很好玩，换一个像换了个搭子,功能缺失,5,1166,0,1
F200154,U100435,2026-09-10,回归玩家,攻略查询,上下文记忆,回复挺快，局间那点时间也够用,响应速度,4,288,0,0
F200554,U100044,2026-09-10,新手玩家,开黑组队,情绪陪伴,上下文记得住，不用每次都从头说,功能缺失,4,847,1,0
F200449,U100385,2026-09-10,休闲玩家,连败,上下文记忆,速度一般，打团的时候不太方便等,响应速度,3,513,1,0
F200021,U100186,2026-09-10,新手玩家,卡关,上下文记忆,回复挺快，局间那点时间也够用,响应速度,5,438,1,0
F200552,U100692,2026-09-10,竞技玩家,攻略查询,上下文记忆,回复挺快，局间那点时间也够用,响应速度,5,150,0,1
F200300,U100608,2026-09-10,回归玩家,开黑组队,对局复盘,不知道在哪儿切换游戏，找了很久,交互体验,2,683,0,0
F200525,U100768,2026-09-10,竞技玩家,日常闲聊,人格切换,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,282,1,1
F200253,U100729,2026-09-10,休闲玩家,日常闲聊,情绪陪伴,上下文记得住，不用每次都从头说,功能缺失,5,875,0,0
F200338,U100601,2026-09-10,休闲玩家,日常闲聊,情绪陪伴,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,549,1,0
F200501,U100347,2026-09-10,回归玩家,连败,情绪陪伴,同一个问题问两次，说话方式差别很大,回复质量,1,622,0,0
F200257,U100433,2026-09-10,竞技玩家,上分冲分,上下文记忆,人格切换很好玩，换一个像换了个搭子,功能缺失,5,386,0,0
F200616,U100819,2026-09-10,回归玩家,上分冲分,情绪陪伴,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,266,1,0
F200358,U100112,2026-09-10,竞技玩家,连败,情绪陪伴,速度可以，不打断我和朋友语音,响应速度,5,546,0,0
F200495,U100831,2026-09-10,休闲玩家,连败,对局复盘,用了两周没掉过线，聊天记录都在,稳定性,5,570,1,1
F200365,U100454,2026-09-10,休闲玩家,卡关,情绪陪伴,用了两周没掉过线，聊天记录都在,稳定性,5,679,1,0
F200333,U100843,2026-09-10,竞技玩家,卡关,对局复盘,人格切换很好玩，换一个像换了个搭子,功能缺失,5,555,0,0
F200119,U100303,2026-09-10,新手玩家,攻略查询,攻略问答,第一次使用不知道该输入什么，愣了半天,交互体验,2,289,0,0
F200601,U100811,2026-09-10,休闲玩家,上分冲分,对局复盘,它记得我上一把玩的是什么，接得上话,回复质量,4,359,0,0
F200635,U100691,2026-09-10,竞技玩家,攻略查询,情绪陪伴,速度可以，不打断我和朋友语音,响应速度,5,169,1,0
F200141,U100109,2026-09-11,竞技玩家,卡关,对局复盘,说了一堆正确的废话，没有一句是我当时想听的,回复质量,2,382,0,0
F200593,U100249,2026-09-11,竞技玩家,连败,对局复盘,第一次打开就有示例，不用想说什么,交互体验,5,394,1,0
F200386,U100770,2026-09-11,竞技玩家,攻略查询,情绪陪伴,只回了两三句，很贴心,回复长度,4,205,0,0
F200047,U100036,2026-09-11,新手玩家,上分冲分,情绪陪伴,速度可以，不打断我和朋友语音,响应速度,4,342,0,1
F200419,U100664,2026-09-11,新手玩家,连败,上下文记忆,用了两周没掉过线，聊天记录都在,稳定性,4,482,0,1
F200246,U100136,2026-09-11,竞技玩家,攻略查询,情绪陪伴,它记得我上一把玩的是什么，接得上话,回复质量,5,161,1,1
F200234,U100482,2026-09-11,回归玩家,上分冲分,情绪陪伴,内容不错，但要我先解释半天背景,回复质量,3,187,0,0
F200456,U100588,2026-09-11,休闲玩家,上分冲分,情绪陪伴,回复经常没有理解我的意思，答非所问,回复质量,1,438,0,0
F200075,U100230,2026-09-11,休闲玩家,上分冲分,人格切换,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,448,1,0
F200092,U100673,2026-09-11,回归玩家,卡关,人格切换,只回了两三句，很贴心,回复长度,5,507,0,0
F200637,U100861,2026-09-11,休闲玩家,日常闲聊,上下文记忆,它记得我上一把玩的是什么，接得上话,回复质量,5,697,0,0
F200097,U100379,2026-09-11,回归玩家,日常闲聊,情绪陪伴,每次都一大段，重点还得我自己找,回复长度,1,683,0,0
F200059,U100839,2026-09-11,新手玩家,上分冲分,攻略问答,它记得我上一把玩的是什么，接得上话,回复质量,4,410,0,0
F200438,U100263,2026-09-11,新手玩家,攻略查询,对局复盘,上下文记得住，不用每次都从头说,功能缺失,5,241,1,0
F200586,U100320,2026-09-11,新手玩家,开黑组队,情绪陪伴,我只要一句安慰，它给我列了五条建议,回复长度,2,470,1,0
